 0.20063E+02; 0.24905E+00; 0.30092E+02; 0.19738E+01; 0.28446E+01; 0.17071E+02; 0.79925E+02; 0.92754E+00; 0.25148E+00; 0.20112E+02; 0.55617E+05; 0.25288E+02; 0.40705E+02; 0.89985E+00;-0.39182E-01; 0.32871E-01; 0.12345E-02;-0.96796E+00;0
 0.20254E+02; 0.25066E+00; 0.29870E+02; 0.20047E+01; 0.28151E+01; 0.17019E+02; 0.80035E+02; 0.90166E+00; 0.24834E+00; 0.20246E+02; 0.55579E+05; 0.24981E+02; 0.40695E+02; 0.89900E+00; 0.71703E-02; 0.75262E-02;-0.60087E-03;-0.30510E+00;0
 0.20094E+02; 0.24921E+00; 0.29912E+02; 0.20189E+01; 0.28455E+01; 0.17003E+02; 0.80205E+02; 0.89847E+00; 0.25039E+00; 0.19881E+02; 0.56672E+05; 0.25242E+02; 0.40821E+02; 0.89847E+00; 0.29650E-01;-0.73959E-02; 0.23939E-03; 0.17449E+00;0
 0.19814E+02; 0.24918E+00; 0.29859E+02; 0.20109E+01; 0.28491E+01; 0.17111E+02; 0.79728E+02; 0.90524E+00; 0.24806E+00; 0.19901E+02; 0.55419E+05; 0.25543E+02; 0.40716E+02; 0.90607E+00; 0.17302E-01; 0.11919E-01;-0.34197E-02; 0.25985E+00;0
 0.20343E+02; 0.24856E+00; 0.30384E+02; 0.19922E+01; 0.28672E+01; 0.17269E+02; 0.80275E+02; 0.90134E+00; 0.24488E+00; 0.19935E+02; 0.57029E+05; 0.25214E+02; 0.40741E+02; 0.90250E+00;-0.10488E-01;-0.54654E-02;-0.50768E-02; 0.22313E+00;0
 0.19954E+02; 0.25112E+00; 0.30321E+02; 0.20095E+01; 0.28666E+01; 0.16979E+02; 0.79833E+02; 0.90334E+00; 0.24969E+00; 0.19921E+02; 0.56931E+05; 0.25560E+02; 0.40946E+02; 0.90618E+00; 0.14892E-01;-0.75397E-02;-0.18625E-02;-0.13310E+00;0
 0.19985E+02; 0.25144E+00; 0.29868E+02; 0.20046E+01; 0.28635E+01; 0.17075E+02; 0.79983E+02; 0.90586E+00; 0.24622E+00; 0.19787E+02; 0.56714E+05; 0.25163E+02; 0.40671E+02; 0.90501E+00; 0.81528E-02; 0.32111E-02;-0.35418E-02; 0.16999E-01;0
 0.19947E+02; 0.24906E+00; 0.29845E+02; 0.20077E+01; 0.28567E+01; 0.17030E+02; 0.80133E+02; 0.89583E+00; 0.24721E+00; 0.20018E+02; 0.56368E+05; 0.25243E+02; 0.40723E+02; 0.90356E+00; 0.12627E-01;-0.52925E-02;-0.29190E-02;-0.38839E-01;0
 0.19854E+02; 0.25394E+00; 0.29791E+02; 0.19846E+01; 0.28175E+01; 0.17239E+02; 0.79771E+02; 0.89872E+00; 0.24913E+00; 0.19837E+02; 0.55982E+05; 0.25062E+02; 0.40721E+02; 0.89737E+00;-0.21807E-01; 0.74677E-03;-0.12998E-03;-0.22532E+00;0
 0.19921E+02; 0.24878E+00; 0.29941E+02; 0.20015E+01; 0.28541E+01; 0.16998E+02; 0.79983E+02; 0.90088E+00; 0.25262E+00; 0.19753E+02; 0.55967E+05; 0.25117E+02; 0.40810E+02; 0.90163E+00; 0.27050E-02; 0.93728E-03; 0.30671E-02;-0.35589E+00;0
