 0.20063E+02; 0.24905E+00; 0.30092E+02; 0.19738E+01; 0.28446E+01; 0.17071E+02; 0.79925E+02; 0.92754E+00; 0.25148E+00; 0.20112E+02; 0.55617E+05; 0.25288E+02; 0.40705E+02; 0.89985E+00;-0.39182E-01; 0.32871E-01; 0.12345E-02;-0.96796E+00; normal    
 0.20254E+02; 0.25066E+00; 0.29870E+02; 0.20047E+01; 0.28151E+01; 0.17019E+02; 0.80035E+02; 0.90145E+00; 0.24849E+00; 0.20246E+02; 0.55579E+05; 0.24962E+02; 0.40688E+02; 0.89885E+00; 0.71703E-02; 0.74783E-02;-0.37269E-03;-0.30510E+00; normal    
 0.20094E+02; 0.24921E+00; 0.29912E+02; 0.20189E+01; 0.28455E+01; 0.17003E+02; 0.80205E+02; 0.89929E+00; 0.25013E+00; 0.19881E+02; 0.56672E+05; 0.25232E+02; 0.40896E+02; 0.89814E+00; 0.29650E-01;-0.83440E-02; 0.22050E-04; 0.17449E+00; normal    
 0.19814E+02; 0.24918E+00; 0.29859E+02; 0.20109E+01; 0.28491E+01; 0.17111E+02; 0.79728E+02; 0.90425E+00; 0.24810E+00; 0.19901E+02; 0.55419E+05; 0.25578E+02; 0.40688E+02; 0.90645E+00; 0.17302E-01; 0.11581E-01;-0.35321E-02; 0.25985E+00; normal    
 0.20343E+02; 0.24856E+00; 0.30384E+02; 0.19922E+01; 0.28672E+01; 0.17269E+02; 0.80275E+02; 0.90138E+00; 0.24511E+00; 0.19935E+02; 0.57029E+05; 0.25202E+02; 0.40734E+02; 0.90251E+00;-0.10488E-01;-0.52671E-02;-0.48030E-02; 0.22313E+00; normal    
 0.19954E+02; 0.25112E+00; 0.30321E+02; 0.20095E+01; 0.28666E+01; 0.16979E+02; 0.79833E+02; 0.90422E+00; 0.24986E+00; 0.19921E+02; 0.56931E+05; 0.25623E+02; 0.40973E+02; 0.90676E+00; 0.14892E-01;-0.73089E-02;-0.19717E-02;-0.13311E+00; normal    
 0.19985E+02; 0.25144E+00; 0.29868E+02; 0.20046E+01; 0.28635E+01; 0.17075E+02; 0.79983E+02; 0.90542E+00; 0.24606E+00; 0.19787E+02; 0.56714E+05; 0.25131E+02; 0.40639E+02; 0.90582E+00; 0.81528E-02; 0.35345E-02;-0.35586E-02; 0.16990E-01; normal    
 0.19947E+02; 0.24906E+00; 0.29845E+02; 0.20077E+01; 0.28567E+01; 0.17030E+02; 0.80133E+02; 0.89541E+00; 0.24710E+00; 0.20018E+02; 0.56368E+05; 0.25263E+02; 0.40736E+02; 0.90466E+00; 0.12627E-01;-0.59976E-02;-0.31238E-02;-0.38850E-01; normal    
 0.19854E+02; 0.25394E+00; 0.29791E+02; 0.19846E+01; 0.28175E+01; 0.17239E+02; 0.79771E+02; 0.89962E+00; 0.24913E+00; 0.19837E+02; 0.55982E+05; 0.25041E+02; 0.40714E+02; 0.89677E+00;-0.21807E-01; 0.18184E-02;-0.30813E-04;-0.22533E+00; normal    
 0.19921E+02; 0.24878E+00; 0.29941E+02; 0.20015E+01; 0.28541E+01; 0.16998E+02; 0.79983E+02; 0.90189E+00; 0.25272E+00; 0.19753E+02; 0.55967E+05; 0.25093E+02; 0.40849E+02; 0.90202E+00; 0.27050E-02; 0.10198E-02; 0.32774E-02;-0.35590E+00; normal    
 0.20016E+02; 0.25096E+00; 0.29911E+02; 0.19888E+01; 0.28456E+01; 0.17045E+02; 0.79871E+02; 0.89889E+00; 0.25043E+00; 0.20047E+02; 0.56589E+05; 0.25146E+02; 0.40546E+02; 0.89783E+00;-0.16505E-01; 0.19872E-03; 0.77998E-03;-0.63088E+00; normal    
 0.19884E+02; 0.24860E+00; 0.29958E+02; 0.19903E+01; 0.28749E+01; 0.17196E+02; 0.79861E+02; 0.90430E+00; 0.25220E+00; 0.20000E+02; 0.56435E+05; 0.24625E+02; 0.40684E+02; 0.89986E+00;-0.13859E-01; 0.35706E-02; 0.49009E-02;-0.48288E-01; normal    
 0.19925E+02; 0.25018E+00; 0.29870E+02; 0.19887E+01; 0.28557E+01; 0.16873E+02; 0.80086E+02; 0.90591E+00; 0.24751E+00; 0.19985E+02; 0.56521E+05; 0.24939E+02; 0.40703E+02; 0.90069E+00;-0.16944E-01; 0.40564E-02;-0.12058E-02;-0.11272E+01; normal    
 0.20016E+02; 0.25068E+00; 0.30091E+02; 0.20027E+01; 0.28739E+01; 0.17124E+02; 0.79971E+02; 0.90526E+00; 0.25148E+00; 0.19912E+02; 0.56221E+05; 0.25428E+02; 0.40795E+02; 0.89799E+00; 0.39396E-02; 0.36140E-02; 0.53462E-03; 0.89061E-01; normal    
 0.20273E+02; 0.25219E+00; 0.30068E+02; 0.19914E+01; 0.28199E+01; 0.17071E+02; 0.79698E+02; 0.89943E+00; 0.24886E+00; 0.19869E+02; 0.55853E+05; 0.25317E+02; 0.40669E+02; 0.89705E+00;-0.14018E-01; 0.37095E-02;-0.15557E-02;-0.60243E+00; normal    
 0.20168E+02; 0.25386E+00; 0.30033E+02; 0.19831E+01; 0.28793E+01; 0.17099E+02; 0.80065E+02; 0.89143E+00; 0.25280E+00; 0.19894E+02; 0.56197E+05; 0.25258E+02; 0.40444E+02; 0.89677E+00;-0.26072E-01;-0.17443E-02; 0.26688E-02;-0.58502E+00; normal    
 0.20029E+02; 0.24659E+00; 0.29937E+02; 0.20011E+01; 0.28638E+01; 0.16744E+02; 0.80096E+02; 0.90416E+00; 0.25052E+00; 0.19934E+02; 0.55840E+05; 0.25451E+02; 0.40583E+02; 0.89922E+00; 0.11650E-02; 0.10550E-01;-0.52171E-03;-0.11605E+01; normal    
 0.19933E+02; 0.25331E+00; 0.29983E+02; 0.19892E+01; 0.28257E+01; 0.17134E+02; 0.80055E+02; 0.89356E+00; 0.25154E+00; 0.20118E+02; 0.56825E+05; 0.25554E+02; 0.40659E+02; 0.89989E+00;-0.17141E-01;-0.96887E-02; 0.63059E-04;-0.47124E+00; normal    
 0.20017E+02; 0.24937E+00; 0.29924E+02; 0.20053E+01; 0.28523E+01; 0.17286E+02; 0.79957E+02; 0.90257E+00; 0.24877E+00; 0.20110E+02; 0.55692E+05; 0.25384E+02; 0.40749E+02; 0.90290E+00; 0.70167E-02; 0.62759E-02;-0.19867E-02; 0.54888E+00; normal    
 0.20284E+02; 0.24890E+00; 0.30007E+02; 0.20089E+01; 0.28268E+01; 0.17120E+02; 0.79791E+02; 0.89208E+00; 0.24584E+00; 0.19765E+02; 0.57002E+05; 0.25185E+02; 0.40549E+02; 0.90208E+00; 0.11865E-01;-0.99626E-02;-0.40353E-02; 0.69462E-01; normal    
 0.20177E+02; 0.24930E+00; 0.29639E+02; 0.20201E+01; 0.28337E+01; 0.17228E+02; 0.80077E+02; 0.90824E+00; 0.24819E+00; 0.19882E+02; 0.56372E+05; 0.25167E+02; 0.40685E+02; 0.89896E+00; 0.27446E-01; 0.79977E-02;-0.16250E-02; 0.72242E+00; normal    
 0.19903E+02; 0.25104E+00; 0.29941E+02; 0.20041E+01; 0.28582E+01; 0.17308E+02; 0.79892E+02; 0.90307E+00; 0.25124E+00; 0.20156E+02; 0.56042E+05; 0.25110E+02; 0.40963E+02; 0.90153E+00; 0.30327E-02;-0.10632E-02; 0.17225E-02; 0.55878E+00; normal    
 0.20021E+02; 0.25166E+00; 0.29873E+02; 0.20005E+01; 0.28306E+01; 0.16856E+02; 0.80120E+02; 0.90316E+00; 0.25273E+00; 0.20040E+02; 0.56037E+05; 0.25233E+02; 0.40890E+02; 0.90485E+00;-0.18808E-02; 0.77896E-03; 0.26657E-02;-0.98470E+00; normal    
 0.19948E+02; 0.24985E+00; 0.30177E+02; 0.19830E+01; 0.28018E+01; 0.17346E+02; 0.79987E+02; 0.90218E+00; 0.24640E+00; 0.20006E+02; 0.56096E+05; 0.25075E+02; 0.40696E+02; 0.89013E+00;-0.28515E-01; 0.38785E-02;-0.29168E-02;-0.14342E+00; normal    
 0.19886E+02; 0.24822E+00; 0.29827E+02; 0.20023E+01; 0.28765E+01; 0.16951E+02; 0.80018E+02; 0.90025E+00; 0.25357E+00; 0.20089E+02; 0.55786E+05; 0.25185E+02; 0.40845E+02; 0.90037E+00;-0.39979E-03; 0.92885E-03; 0.37092E-02;-0.55826E+00; normal    
 0.19891E+02; 0.24886E+00; 0.29842E+02; 0.20106E+01; 0.28572E+01; 0.16894E+02; 0.80038E+02; 0.90026E+00; 0.24987E+00; 0.20001E+02; 0.55674E+05; 0.24844E+02; 0.40629E+02; 0.90038E+00; 0.11623E-01; 0.69282E-02; 0.15351E-02;-0.55184E+00; normal    
